0,0.0
1,0.0002748007694421544
2,0.0777686177521297
3,0.19950535861500412
4,0.2393514701841165
5,0.3204176971695521
6,0.352294586424842
7,0.46029128881560866
8,0.5386095081066227
9,0.6155537235504259
10,0.6188513327837318
11,0.6188513327837318
12,0.6248969497114591
13,0.6248969497114591
14,0.836218741412476
15,0.8546303929651003
16,0.8562791975817532
17,0.857653201428964
18,0.8601264083539434
19,0.86479802143446
20,0.880736466062105
21,0.8859576806815059
22,0.9389942291838417
23,0.9464138499587799
24,0.9513602638087386
25,0.9543830722726023
26,0.9978015938444628
27,1.0
