0,0.0
1,0.0002754062241806665
2,0.07793996144312862
3,0.19994491875516388
4,0.2398788212613605
5,0.3211236573946571
6,0.35307077939961445
7,0.4613054255026164
8,0.5397961993941063
9,0.616909942164693
10,0.6202148168548609
11,0.6202148168548609
12,0.6262737537868356
13,0.6262737537868356
14,0.8380611401817681
15,0.8565133572018727
16,0.8581657945469567
17,0.8595428256678601
18,0.8620214816854861
19,0.8667033874965574
20,0.8826769484990361
21,0.8879096667584687
22,0.9410630680253373
23,0.9484990360782154
24,0.9534563481134674
25,0.9564858165794548
26,1.0
