0,0.0
1,0.00028885037550548814
2,0.08174465626805315
3,0.2097053726169844
4,0.2515886770652802
5,0.3367995378393992
6,0.37030618139803584
7,0.48382437897169267
8,0.5661467359907568
9,0.6470248411322935
10,0.6504910456383594
11,0.6504910456383594
12,0.6568457538994801
13,0.6568457538994801
14,0.8789716926632004
15,0.8983246678220682
16,0.9000577700751011
17,0.9015020219526285
18,0.9041016753321779
19,0.9090121317157712
20,0.9257654534950895
21,0.9312536106296938
22,0.987001733102253
23,0.9948006932409013
24,1.0
