0,0.0
1,0.00028793550244745177
2,0.08148574719262885
3,0.20904117477685
4,0.2507918226317305
5,0.3357327958537288
6,0.3691333141376332
7,0.4822919665994817
8,0.5643535847970055
9,0.644975525482292
10,0.6484307515116614
11,0.6484307515116614
12,0.6547653325655053
13,0.6547653325655053
14,0.8761877339475957
15,0.895479412611575
16,0.8972070256262598
17,0.8986467031384969
18,0.901238122660524
19,0.9061330262021308
20,0.9228332853440829
21,0.9283040598905845
22,0.9838756118629427
23,0.9916498704290239
24,0.996832709473078
25,1.0
